TimeStamp,IntSolIrr,SMA-h-On,TmpMdul K,A.Ms.Amp,A.Ms.Vol,A.Ms.Watt,A1.Ms.Amp,B.Ms.Amp,B.Ms.Vol,B.Ms.Watt,B1.Ms.Amp,E-Total,GridMs.A.phsA,GridMs.A.phsB,GridMs.A.phsC,GridMs.Hz,GridMs.PhV.phsA,GridMs.PhV.phsB,GridMs.PhV.phsC,GridMs.TotPF,GridMs.TotVA,GridMs.TotVAr,GridMs.VA.phsA,GridMs.VA.phsB,GridMs.VA.phsC,GridMs.VAr.phsA,GridMs.VAr.phsB,GridMs.VAr.phsC,GridMs.W.phsA,GridMs.W.phsB,GridMs.W.phsC,Mode,Mt.TotOpTmh,Mt.TotTmh
2017-01-19 13:30,668.66,5959.48,299.71,16.42,629.61,10339.48,16.42,10.72,618.99,6631.72,10.72,27731.63,22.07,22.14,21.99,50.01,253.01,248.84,250.27,1.0,16596.1,-4.55,5583.76,5508.66,5503.69,-2.97,-1.03,-0.55,5584.1,5509.69,5504.07,1: Mpp,3142.44,3428.17
2017-01-19 13:45,656.32,5959.73,299.54,16.15,631.34,10193.07,16.15,10.55,623.03,6569.47,10.55,27735.69,21.86,22.03,21.9,49.98,251.51,248.26,248.96,1.0,16418.9,-4.13,5499.63,5468.0,5451.27,-2.27,-1.2,-0.67,5498.77,5468.73,5450.8,1: Mpp,3142.69,3428.42
2017-01-19 14:00,626.55,5959.97,298.65,15.54,632.88,9833.28,15.54,10.18,616.66,6267.28,10.18,27739.53,21.12,21.24,21.27,49.97,249.74,247.3,248.02,1.0,15798.66,-4.21,5273.48,5250.83,5274.34,-1.72,-0.76,-1.72,5273.34,5251.21,5274.21,1: Mpp,3142.93,3428.66
2017-01-19 14:15,617.27,5960.22,299.42,15.25,632.74,9649.7,15.24,10.0,621.53,6214.5,10.0,27743.44,20.75,20.85,20.89,50.0,250.61,248.02,248.69,1.0,15565.13,-4.2,5199.43,5170.1,5195.6,-1.93,-0.53,-1.73,5200.07,5171.83,5197.4,1: Mpp,3143.18,3428.91
2017-01-19 14:30,567.62,5960.46,298.28,14.27,635.57,9071.13,14.28,9.34,624.72,5834.27,9.34,27747.1,19.6,19.74,19.75,49.87,249.15,246.57,247.15,1.0,14631.4,-3.8,4882.83,4867.37,4881.2,-1.47,-1.0,-1.33,4883.1,4868.17,4881.33,1: Mpp,3143.43,3429.16
2017-01-19 14:45,525.43,5960.72,298.83,13.39,637.61,8536.9,13.39,8.75,627.93,5493.23,8.74,27750.58,18.47,18.62,18.52,49.88,249.0,247.1,246.69,1.0,13763.5,-3.27,4595.5,4600.03,4567.97,-1.33,-1.4,-0.53,4597.9,4599.83,4568.27,1: Mpp,3143.69,3429.42
2017-01-19 15:00,475.48,5960.97,296.33,12.31,646.61,7956.43,12.29,8.13,631.85,5133.7,8.12,27753.74,17.37,17.53,17.35,49.89,246.81,244.55,244.88,1.0,12821.77,-3.2,4287.87,4285.97,4247.93,-1.53,-1.53,-0.13,4287.87,4285.63,4248.2,1: Mpp,3143.93,3429.66
2017-01-19 15:15,434.07,5961.21,296.22,11.43,647.92,7405.5,11.43,7.5,636.77,4771.73,7.5,27756.77,16.14,16.25,16.12,49.96,247.31,243.84,246.6,1.0,11927.87,-3.47,3990.77,3962.97,3974.13,-1.8,-0.6,-1.07,3991.1,3963.43,3974.93,1: Mpp,3144.19,3429.92
2017-01-19 15:30,381.77,5961.45,295.71,10.3,648.96,6684.8,10.31,6.73,638.55,4298.87,6.73,27759.4,14.6,14.71,14.51,50.01,248.55,242.02,246.3,1.0,10761.53,-4.13,3627.3,3559.77,3574.47,-3.4,-0.13,-0.6,3627.3,3560.63,3574.93,1: Mpp,3144.43,3430.16
2017-01-19 15:45,332.6,5961.71,294.79,9.2,652.18,6000.28,9.2,6.03,642.08,3867.72,6.03,27761.81,13.13,13.22,13.11,50.01,247.83,242.4,245.83,1.0,9679.69,-4.9,3253.52,3203.76,3222.41,-3.24,-0.34,-1.31,3253.38,3204.31,3222.48,1: Mpp,3144.68,3430.41
2017-01-19 16:00,275.4,5961.96,293.77,7.9,655.1,5173.42,7.9,5.16,645.99,3333.06,5.16,27763.95,11.36,11.42,11.41,49.96,244.97,242.37,244.49,1.0,8338.94,-5.48,2780.71,2768.23,2790.0,-1.81,-1.1,-2.58,2781.26,2768.55,2790.26,1: Mpp,3144.94,3430.67
2017-01-19 16:15,230.2,5962.2,293.16,6.8,653.41,4442.1,6.8,4.42,649.87,2868.3,4.42,27765.75,9.84,9.92,9.91,50.0,242.21,240.04,242.12,1.0,7161.3,-4.73,2382.47,2380.3,2398.53,-1.13,-1.0,-2.6,2382.6,2380.3,2398.53,1: Mpp,3145.19,3430.92
2017-01-19 16:30,175.07,5962.45,292.84,5.36,656.58,3521.55,5.37,3.47,651.14,2256.69,3.47,27767.14,7.84,7.9,7.88,49.94,240.07,238.21,240.58,1.0,5658.72,-6.48,1881.1,1881.34,1896.28,-1.45,-1.72,-3.38,1880.83,1880.69,1895.59,1: Mpp,3145.43,3431.16
2017-01-19 16:45,129.57,5962.7,292.48,4.08,657.06,2677.39,4.08,2.65,646.22,1708.87,2.65,27768.24,5.95,6.0,5.97,49.98,240.27,238.47,240.9,1.0,4294.97,-9.81,1428.71,1429.68,1436.58,-2.9,-3.03,-3.81,1428.65,1429.9,1436.71,1: Mpp,3145.69,3431.42
2017-01-19 17:00,91.9,5962.95,291.47,3.0,652.36,1955.66,3.01,1.93,645.56,1242.76,1.93,27769.03,4.34,4.38,4.34,50.03,241.74,240.01,242.45,1.0,3150.21,-18.07,1048.45,1050.14,1051.62,-5.86,-6.0,-6.14,1048.66,1050.21,1051.76,1: Mpp,3145.94,3431.67
2017-01-19 17:15,55.45,5963.2,290.19,1.88,638.24,1199.97,1.88,1.2,632.09,758.93,1.2,27769.52,2.7,2.72,2.68,50.05,242.87,241.23,243.78,1.0,1964.77,-34.87,656.1,655.6,653.07,-11.93,-11.87,-11.07,656.1,655.6,653.07,1: Mpp,3146.18,3431.91
2017-01-19 17:30,26.38,5963.44,288.78,0.9,604.39,546.43,0.9,0.57,599.28,343.4,0.57,27769.75,1.24,1.25,1.21,50.0,241.44,239.82,242.53,0.99,889.37,-60.07,297.9,298.63,292.83,-21.4,-21.27,-17.47,297.23,297.83,292.37,1: Mpp,3146.44,3432.17
2017-01-19 17:45,5.53,5963.69,287.17,0.24,527.66,127.2,0.24,0.14,536.31,74.9,0.14,27769.79,0.27,0.25,0.24,50.03,243.2,241.62,244.35,0.78,180.67,-84.6,63.67,59.53,57.47,-32.87,-27.27,-24.47,52.2,51.0,50.4,1: Mpp,3146.69,3432.42
2017-01-19 18:00,0.03,5963.94,286.31,0.01,528.2,3.43,0.01,0.0,526.82,1.8,0.0,27769.79,0.01,0.01,0.01,50.05,243.04,241.67,244.31,0.01,5.0,-5.07,2.0,1.47,1.53,-2.07,-1.47,-1.53,0.27,0.2,0.27,7: Warten,3146.71,3432.67
2017-01-19 18:15,0.0,5964.2,285.98,0.0,409.37,0.0,0.0,0.0,408.43,0.0,0.0,27769.79,0.0,0.0,0.0,50.11,241.87,241.34,243.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7: Warten,3146.71,3432.68
2017-01-27 10:45,187.32,6116.24,294.84,4.8,607.46,2910.37,4.8,3.19,613.13,1960.37,3.19,28208.41,6.67,6.64,6.68,50.0,238.64,241.38,240.55,1.0,4802.47,-7.16,1592.37,1604.05,1606.05,-1.47,-2.63,-3.05,1592.58,1604.16,1605.95,1: Mpp,3209.05,3507.28
2017-01-27 11:00,241.07,6116.5,290.71,6.06,616.48,3744.45,6.06,4.01,619.93,2489.45,4.01,28209.88,8.55,8.51,8.57,50.0,238.73,241.66,240.42,1.0,6156.45,-5.86,2041.0,2056.97,2058.48,-0.69,-2.48,-2.69,2040.59,2056.41,2058.07,1: Mpp,3209.3,3507.53
2017-01-27 11:15,337.79,6116.74,293.18,8.96,607.27,5472.24,8.96,5.91,627.38,3725.21,5.91,28212.13,12.51,12.47,12.56,50.0,239.09,241.63,240.28,1.0,9027.1,-3.86,2993.14,3014.0,3019.97,-0.21,-1.59,-2.07,2993.62,3014.28,3020.17,1: Mpp,3209.55,3507.78
2017-01-27 11:30,244.5,6116.99,293.08,6.17,599.03,3699.57,6.19,4.14,625.08,2585.43,4.14,28213.69,8.58,8.55,8.6,50.01,238.52,241.64,240.3,1.0,6177.75,-4.5,2045.89,2066.43,2065.43,-0.29,-2.21,-2.0,2046.32,2066.5,2065.36,1: Mpp,3209.8,3508.03
2017-01-27 11:45,351.0,6117.23,293.48,9.03,618.19,5593.48,9.04,5.94,631.31,3753.03,5.94,28215.98,12.8,12.75,12.86,49.96,238.5,241.1,239.13,1.0,9200.21,-3.72,3052.62,3074.34,3073.24,-0.21,-1.66,-1.86,3053.28,3074.34,3073.31,1: Mpp,3210.05,3508.28
2017-01-27 12:00,333.37,6117.49,294.61,8.74,612.71,5365.83,8.74,5.85,626.55,3670.48,5.84,28218.19,12.3,12.29,12.34,50.05,239.09,241.16,239.52,1.0,8857.34,-4.14,2938.14,2964.72,2954.48,-0.28,-2.28,-1.59,2940.83,2965.93,2956.0,1: Mpp,3210.3,3508.53
2017-01-27 12:15,154.93,6117.74,290.29,3.8,612.38,2333.43,3.8,2.6,619.86,1613.6,2.6,28219.14,5.38,5.38,5.39,49.97,237.7,240.76,238.93,1.0,3858.67,-7.4,1277.37,1294.9,1286.4,-1.0,-3.87,-2.53,1278.03,1295.33,1286.87,1: Mpp,3210.55,3508.78
2017-01-27 12:30,395.88,6117.55,292.61,7.24,654.81,4538.5,7.23,4.94,662.99,3154.5,4.93,28220.95,10.47,10.5,10.52,48.19,229.51,231.6,229.54,0.82,7539.89,-3.71,2497.79,2529.32,2512.79,-0.29,-1.93,-1.5,2499.0,2528.96,2512.64,1: Mpp,3210.75,3509.03
2017-01-27 12:45,394.07,6117.8,296.23,9.76,577.76,5643.8,9.76,6.46,621.57,4022.23,6.45,28223.35,13.13,13.16,13.23,50.0,238.8,240.92,239.12,1.0,9483.1,-4.4,3140.93,3175.03,3167.13,-0.27,-2.13,-1.93,3138.8,3171.43,3163.87,1: Mpp,3211.0,3509.28
2017-01-27 13:00,213.55,6118.05,292.94,5.46,597.77,3208.38,5.46,3.73,614.28,2305.1,3.73,28224.71,7.52,7.51,7.55,50.0,237.54,239.9,238.46,1.0,5397.38,-7.93,1791.07,1804.38,1801.93,-1.79,-3.17,-2.97,1791.28,1804.38,1801.93,1: Mpp,3211.25,3509.53
2017-01-27 13:15,568.36,6118.18,294.55,12.72,635.63,7958.21,12.72,8.41,636.29,5242.59,8.41,28227.84,17.88,17.89,17.91,50.0,240.78,240.21,240.57,0.93,12952.24,-4.34,4325.59,4306.14,4320.52,-1.66,-0.97,-1.72,4325.86,4306.48,4321.14,1: Mpp,3211.48,3509.78
2017-01-27 13:30,529.0,6118.43,298.76,13.44,616.61,8286.17,13.41,8.85,614.61,5436.27,8.86,28231.34,18.58,18.6,18.6,50.04,241.42,240.37,241.33,1.0,13451.3,-3.53,4489.37,4472.27,4489.67,-1.4,-0.47,-1.67,4489.57,4473.03,4490.13,1: Mpp,3211.73,3510.03
2017-01-27 13:45,591.07,6118.68,301.43,15.33,615.64,9435.17,15.33,10.04,612.0,6141.3,10.04,28235.18,21.21,21.21,21.23,50.01,240.43,239.61,239.58,1.0,15267.7,-4.4,5100.83,5081.2,5085.67,-1.8,-1.2,-1.4,5101.17,5081.67,5086.13,1: Mpp,3211.98,3510.28
2017-01-27 14:00,650.78,6118.55,303.03,12.1,654.07,7469.11,12.09,7.92,652.8,4874.56,7.92,28238.07,16.79,16.8,16.87,44.57,204.34,205.15,203.46,0.74,12102.33,-2.52,4030.15,4044.22,4027.96,-0.59,-1.19,-0.74,4030.3,4044.74,4028.56,1: Mpp,3212.17,3510.53
2017-01-27 14:15,457.34,6118.8,298.72,11.41,613.36,7032.97,11.4,7.47,605.42,4534.93,7.47,28240.96,15.75,15.8,15.79,50.01,239.51,239.51,238.88,1.0,11335.69,-4.07,3776.31,3786.38,3773.0,-1.24,-1.52,-1.31,3776.52,3786.52,3773.38,1: Mpp,3212.42,3510.78
2017-01-27 14:30,549.73,6119.05,298.61,14.32,622.44,8917.43,14.32,9.4,620.37,5832.2,9.4,28244.56,20.11,20.12,20.18,49.98,240.36,238.0,238.72,1.0,14438.13,-3.13,4832.1,4788.13,4817.9,-1.67,-0.4,-1.13,4832.5,4789.6,4818.37,1: Mpp,3212.67,3511.03
2017-01-27 14:45,439.0,6119.15,298.68,10.26,632.83,6402.29,10.26,6.77,625.93,4178.11,6.77,28247.01,14.36,14.49,14.4,49.93,241.51,236.18,240.0,0.93,10368.36,-4.43,3483.0,3426.39,3458.96,-2.36,-0.57,-1.5,3483.14,3427.0,3459.25,1: Mpp,3212.89,3511.28
2017-01-27 15:00,469.97,6119.39,297.2,12.64,624.86,7897.23,12.64,8.34,621.4,5183.3,8.35,28250.24,17.66,17.89,17.75,49.96,244.07,236.97,241.26,1.0,12836.6,-4.13,4313.9,4240.4,4282.3,-2.53,-0.33,-1.27,4313.97,4241.4,4282.63,1: Mpp,3213.14,3511.53
2017-01-27 15:15,393.73,6119.64,298.76,10.33,625.69,6468.42,10.35,6.8,625.13,4249.65,6.8,28252.92,14.53,14.7,14.57,49.91,242.92,237.22,241.03,1.0,10530.03,-4.19,3531.45,3485.45,3513.13,-2.13,-0.71,-1.35,3531.58,3486.29,3513.42,1: Mpp,3213.39,3511.79
2017-01-27 15:30,319.31,6119.89,297.9,8.72,627.05,5478.03,8.71,5.77,622.66,3597.9,5.77,28255.13,12.47,12.5,12.41,49.89,236.78,235.1,238.52,1.0,8878.31,-4.69,2968.52,2944.48,2965.31,-1.86,-0.97,-1.86,2969.28,2944.31,2970.07,1: Mpp,3213.64,3512.03
2017-01-27 15:45,162.37,6120.13,292.37,4.15,623.23,2606.47,4.16,2.73,619.85,1706.67,2.74,28256.17,6.02,6.1,6.08,49.86,228.4,232.47,234.65,1.0,4227.7,-10.27,1377.87,1420.7,1429.13,-0.4,-4.87,-5.0,1378.77,1420.6,1429.2,1: Mpp,3213.89,3512.28
2017-01-27 16:00,249.5,6120.39,294.68,7.36,632.59,4659.07,7.36,4.87,630.61,3070.79,4.87,28258.05,10.68,10.89,10.61,49.97,233.01,234.87,237.18,1.0,7567.07,-6.28,2489.66,2559.24,2518.17,-0.41,-4.28,-1.59,2489.79,2559.55,2518.24,1: Mpp,3214.14,3512.53
2017-01-27 16:15,217.14,6120.63,293.1,6.11,631.15,3857.27,6.12,4.01,627.95,2517.07,4.01,28259.63,8.94,9.0,8.95,49.97,229.14,232.31,235.09,1.0,6241.0,-5.8,2045.67,2090.27,2105.07,-0.07,-2.33,-3.47,2047.33,2089.47,2104.6,1: Mpp,3214.39,3512.78
2017-01-27 16:30,170.56,6120.54,292.17,4.16,644.51,2615.54,4.17,2.74,641.88,1710.36,2.74,28260.65,6.12,6.16,6.12,48.0,211.27,214.79,216.1,0.86,4230.96,-5.07,1388.86,1420.54,1421.57,0.07,-2.64,-2.5,1388.5,1420.39,1421.0,1: Mpp,3214.6,3513.02
2017-01-27 16:45,136.43,6120.73,291.21,3.68,630.52,2291.73,3.68,2.42,631.89,1506.63,2.42,28261.61,5.38,5.39,5.36,49.96,227.84,230.52,231.83,0.93,3708.6,-6.33,1225.07,1242.03,1241.5,-0.87,-2.87,-2.6,1225.7,1242.63,1242.63,1: Mpp,3214.84,3513.28
2017-01-27 17:00,98.33,6120.66,289.91,2.42,630.84,1494.79,2.42,1.59,628.63,976.75,1.59,28262.21,3.58,3.56,3.52,48.19,215.16,221.49,222.85,0.89,2424.68,-13.07,796.32,817.04,811.32,-2.43,-5.86,-4.79,795.96,816.68,810.89,1: Mpp,3215.06,3513.53
2017-01-27 17:15,68.5,6120.92,288.95,1.97,614.65,1212.9,1.98,1.3,610.96,792.28,1.3,28262.7,2.94,2.91,2.87,49.99,220.85,229.59,230.45,1.0,1976.79,-19.66,649.03,667.9,659.86,-3.79,-9.1,-6.83,649.1,667.62,659.72,1: Mpp,3215.31,3513.78
2017-01-27 17:30,39.69,6121.17,287.9,1.18,596.42,705.07,1.18,0.78,592.97,459.9,0.78,28262.99,1.75,1.71,1.64,49.97,220.05,229.77,230.66,1.0,1152.86,-34.14,383.24,391.59,378.03,-11.03,-15.1,-8.0,383.24,391.59,378.03,1: Mpp,3215.55,3514.02
2017-01-27 17:45,14.77,6121.41,286.78,0.48,547.79,263.67,0.48,0.31,558.76,173.1,0.31,28263.1,0.64,0.61,0.57,49.98,221.96,230.0,231.38,0.97,410.13,-61.4,139.63,138.9,131.6,-23.93,-22.93,-14.6,137.03,137.17,130.33,1: Mpp,3215.81,3514.28
2017-01-27 18:00,1.48,6121.66,285.77,0.09,537.49,46.57,0.09,0.05,555.35,27.13,0.05,28263.11,0.12,0.09,0.09,50.01,228.6,228.5,231.06,0.36,67.6,-48.67,26.4,20.87,20.33,-20.8,-14.13,-13.67,15.07,14.2,14.27,7: Warten,3215.97,3514.53
2017-01-27 18:15,0.0,6121.89,285.15,0.0,471.88,0.0,0.0,0.0,470.82,0.0,0.0,28263.11,0.0,0.0,0.0,50.11,227.91,227.69,230.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7: Warten,3215.97,3514.65
2017-01-15 11:15,556.1,5862.02,310.72,14.83,626.33,9285.83,14.84,9.62,620.38,5964.7,9.63,27333.12,19.94,19.91,20.03,49.93,250.81,248.39,249.43,1.0,14939.4,-4.53,5000.4,4944.2,4994.8,-2.4,0.0,-2.13,5000.73,4945.33,4995.2,1: Mpp,3098.84,3383.87
2017-01-15 11:30,573.93,5862.27,311.88,15.19,622.33,9454.5,15.19,9.91,613.32,6078.0,9.91,27336.91,20.23,20.26,20.33,49.97,251.11,248.52,249.65,1.0,15189.8,-4.2,5080.3,5033.7,5075.8,-2.07,-0.2,-1.93,5080.5,5034.83,5076.13,1: Mpp,3099.09,3384.12
2017-01-15 11:45,658.67,5862.52,312.39,16.74,619.31,10367.17,16.73,10.92,610.28,6664.07,10.93,27341.1,22.14,22.15,22.24,49.94,251.47,248.89,249.95,1.0,16639.9,-4.2,5568.03,5512.83,5559.03,-2.2,-0.07,-1.93,5568.43,5514.23,5559.37,1: Mpp,3099.34,3384.37
2017-01-15 12:00,708.6,5862.77,309.61,17.64,622.37,10965.45,17.63,11.47,616.87,7072.28,11.47,27345.42,23.37,23.39,23.49,49.98,252.41,249.91,250.9,1.0,17637.52,-4.41,5899.62,5844.21,5893.69,-2.21,-0.21,-2.0,5900.1,5845.69,5894.24,1: Mpp,3099.59,3384.62
2017-01-15 12:15,702.29,5863.02,310.24,17.53,625.12,10956.68,17.51,11.41,617.98,7048.52,11.41,27349.83,23.34,23.37,23.48,49.93,252.11,249.64,250.75,1.0,17605.1,-4.13,5884.45,5832.81,5887.84,-2.0,0.0,-2.13,5885.13,5834.42,5888.61,1: Mpp,3099.84,3384.87
2017-01-15 12:30,708.33,5863.26,309.97,17.62,623.95,10992.32,17.62,11.46,616.54,7066.52,11.46,27354.32,23.44,23.46,23.56,49.96,251.95,249.29,250.39,1.0,17651.13,-4.06,5905.26,5847.23,5898.65,-2.06,0.0,-2.0,5905.77,5848.32,5899.1,1: Mpp,3100.09,3385.12
2017-01-15 12:45,688.3,5863.51,312.5,17.27,616.54,10647.73,17.28,11.24,607.87,6829.57,11.24,27358.59,22.57,22.59,22.7,50.0,252.87,250.47,251.49,1.0,17072.47,-4.67,5705.8,5657.83,5708.83,-2.2,-0.27,-2.2,5706.27,5659.23,5709.17,1: Mpp,3100.34,3385.37
2017-01-15 13:00,689.87,5863.76,315.34,17.18,611.4,10500.07,17.18,11.22,601.72,6750.43,11.22,27362.8,22.28,22.29,22.39,49.96,252.82,250.73,251.33,1.0,16849.37,-4.13,5633.53,5588.1,5627.73,-2.07,-0.2,-1.87,5634.0,5589.3,5628.2,1: Mpp,3100.59,3385.62
2017-01-15 13:15,700.23,5864.0,316.17,17.33,610.82,10582.4,17.33,11.33,601.9,6819.3,11.33,27367.04,22.28,22.28,22.4,50.05,254.82,253.07,253.66,1.0,16998.27,-4.0,5677.77,5639.3,5681.2,-1.73,-0.2,-2.07,5678.63,5640.53,5681.67,1: Mpp,3100.84,3385.87
2017-01-15 13:30,654.3,5864.25,314.76,16.51,612.82,10112.0,16.5,10.75,608.81,6539.97,10.74,27371.09,21.36,21.37,21.47,49.99,254.51,252.51,253.4,1.0,16273.73,-4.53,5435.47,5397.4,5440.87,-1.87,-0.47,-2.13,5437.37,5396.6,5441.0,1: Mpp,3101.09,3386.12
2017-01-15 13:45,624.97,5864.5,311.75,15.84,624.5,9890.1,15.84,10.3,618.92,6370.27,10.3,27375.04,20.83,20.85,20.97,50.04,255.1,252.53,253.82,1.0,15900.67,-4.87,5314.3,5263.73,5322.63,-2.2,-0.4,-2.27,5314.77,5264.9,5322.83,1: Mpp,3101.34,3386.37
2017-01-15 14:00,611.83,5864.75,309.79,15.54,624.29,9697.9,15.55,10.1,614.27,6205.87,10.11,27378.99,20.36,20.38,20.47,50.07,255.07,253.07,254.02,1.0,15546.61,-4.65,5192.1,5156.16,5198.35,-1.94,-0.26,-2.45,5192.52,5157.45,5198.65,1: Mpp,3101.59,3386.62
2017-01-15 14:15,553.23,5865.0,309.34,14.4,629.14,9057.63,14.41,9.39,619.48,5818.57,9.4,27382.65,19.21,19.3,19.2,50.04,254.15,250.96,252.28,1.0,14565.1,-3.6,4881.73,4841.17,4842.2,-2.0,-0.87,-0.73,4880.93,4843.63,4842.53,1: Mpp,3101.84,3386.87
2017-01-15 14:30,475.33,5865.25,308.22,12.8,632.51,8097.69,12.81,8.32,620.63,5158.14,8.32,27385.8,17.19,17.19,17.14,50.03,254.12,249.35,251.55,1.0,12964.93,-4.97,4366.93,4287.86,4310.14,-3.93,-0.14,-0.9,4367.72,4288.76,4311.17,1: Mpp,3102.09,3387.12
2017-01-15 14:45,435.77,5865.49,305.11,11.35,641.42,7282.87,11.35,7.45,626.4,4671.32,7.44,27388.8,15.56,15.66,15.57,50.01,253.16,249.2,251.38,1.0,11755.45,-4.84,3939.19,3903.16,3913.1,-2.77,-0.84,-1.23,3939.32,3903.61,3913.42,1: Mpp,3102.34,3387.38
2017-01-15 15:00,423.63,5865.74,304.75,11.39,634.85,7239.27,11.39,7.34,629.58,4621.27,7.34,27391.65,15.38,15.41,15.43,49.97,252.81,251.06,251.69,1.0,11634.73,-4.67,3885.77,3866.4,3882.57,-1.67,-1.0,-2.0,3888.5,3869.33,3885.03,1: Mpp,3102.59,3387.62
2017-01-15 15:15,234.77,5865.99,301.54,5.95,631.39,3757.13,5.98,3.81,628.38,2405.1,3.83,27393.25,7.84,7.88,7.9,50.06,252.22,247.46,252.22,1.0,5929.2,-7.93,1981.07,1954.87,1993.27,-3.07,-0.2,-4.67,1978.4,1953.73,1990.93,1: Mpp,3102.84,3387.87
2017-01-15 15:30,260.45,5866.24,297.42,6.9,647.85,4490.93,6.9,4.53,637.61,2903.67,4.53,27395.03,9.5,9.62,9.6,49.98,253.12,250.45,253.2,1.0,7262.5,-6.6,2411.57,2418.0,2432.93,-1.33,-1.53,-3.67,2412.7,2417.5,2433.47,1: Mpp,3103.09,3388.12
2017-01-15 15:45,290.03,5866.49,300.42,8.25,646.25,5336.9,8.3,5.38,638.33,3433.3,5.39,27397.23,11.36,11.44,11.43,50.0,254.93,248.95,253.69,1.0,8657.5,-6.4,2901.0,2855.63,2900.87,-3.0,-0.13,-3.27,2899.23,2853.57,2899.1,1: Mpp,3103.34,3388.37
2017-01-15 16:00,273.37,5866.73,300.74,8.16,645.92,5266.97,8.19,5.27,641.22,3377.0,5.27,27399.4,11.05,11.12,11.11,49.98,255.44,248.89,254.2,1.0,8412.16,-6.13,2820.77,2767.23,2824.16,-3.03,0.19,-3.29,2820.77,2768.0,2824.16,1: Mpp,3103.6,3388.63
2017-01-15 16:15,230.57,5866.99,300.21,7.05,646.46,4557.38,7.05,4.54,641.42,2913.34,4.54,27401.21,9.69,9.78,9.78,49.98,252.51,248.09,252.06,1.0,7291.52,-6.0,2429.93,2411.9,2449.69,-2.0,-0.55,-3.52,2448.03,2426.1,2466.17,1: Mpp,3103.84,3388.87
2017-01-15 16:30,181.87,5867.23,298.08,5.77,649.66,3747.32,5.77,3.72,642.05,2387.87,3.72,27402.71,8.0,8.08,8.08,49.93,250.38,247.17,250.16,1.0,6020.45,-5.87,2002.48,1997.06,2020.9,-1.48,-1.29,-3.1,2003.81,1996.77,2020.45,1: Mpp,3104.09,3389.12
2017-01-15 16:45,125.97,5867.48,296.33,4.23,645.14,2727.63,4.23,2.7,640.72,1727.33,2.7,27403.83,5.81,5.87,5.87,49.97,250.66,245.75,250.68,1.0,4369.9,-8.2,1456.23,1442.43,1471.23,-2.4,-0.93,-4.87,1456.7,1442.3,1471.9,1: Mpp,3104.34,3389.38
2017-01-15 17:00,84.35,5867.73,294.64,2.93,635.45,1865.17,2.92,1.86,631.44,1177.27,1.86,27404.57,4.02,4.05,4.05,49.99,249.21,244.79,250.24,1.0,3003.1,-19.47,1000.2,990.23,1012.67,-6.33,-4.33,-8.8,1000.2,990.37,1012.67,1: Mpp,3104.59,3389.62
2017-01-15 17:15,39.31,5867.97,292.19,1.3,602.65,799.7,1.3,0.83,599.31,505.6,0.83,27404.91,1.78,1.77,1.76,49.99,248.36,246.55,249.93,1.0,1315.93,-58.73,440.4,436.0,439.53,-21.0,-18.13,-19.6,439.87,435.73,439.13,1: Mpp,3104.84,3389.88
2017-01-15 17:30,13.32,5868.23,289.55,0.4,551.24,219.6,0.4,0.25,550.5,134.4,0.25,27404.99,0.48,0.46,0.46,49.98,248.14,246.36,249.56,0.95,345.3,-97.8,118.1,113.6,113.6,-36.6,-30.67,-30.6,112.3,109.5,109.5,1: Mpp,3105.09,3390.12
2017-01-15 17:45,2.07,5868.46,288.15,0.12,528.51,58.23,0.12,0.06,544.14,31.06,0.06,27405.01,0.12,0.11,0.11,49.99,247.36,245.68,248.84,0.39,83.35,-64.13,30.32,26.39,26.65,-24.32,-19.74,-20.0,16.77,16.13,16.13,7: Warten,3105.27,3390.37
2017-01-15 18:00,0.0,5868.71,287.72,0.0,500.95,0.0,0.0,0.0,501.01,0.0,0.0,27405.01,0.0,0.0,0.0,50.0,246.56,244.89,248.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7: Warten,3105.27,3390.53
2017-01-18 07:15,0.0,5929.47,276.3,0.0,598.76,0.0,0.0,0.0,583.57,0.0,0.0,27570.63,0.0,0.0,0.0,49.96,240.39,238.98,242.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7: Warten,3125.85,3411.34
2017-01-18 07:30,5.23,5929.72,276.27,0.23,574.71,127.87,0.23,0.15,539.51,75.0,0.15,27570.67,0.24,0.23,0.22,49.91,239.86,238.24,241.28,0.73,163.73,-47.2,55.93,54.33,53.47,-17.93,-15.07,-14.2,52.4,51.93,51.47,1: Mpp,3126.04,3411.59
2017-01-18 07:45,21.5,5929.97,276.3,0.72,608.87,437.97,0.72,0.45,612.59,278.16,0.45,27570.85,0.95,0.96,0.94,49.88,240.4,238.95,241.97,1.0,682.26,-44.39,228.39,227.77,226.1,-15.74,-14.97,-13.68,228.32,227.77,226.1,1: Mpp,3126.3,3411.85
