TimeStamp,IntSolIrr,SMA-h-On,TmpMdul K,A.Ms.Amp,A.Ms.Vol,A.Ms.Watt,A1.Ms.Amp,B.Ms.Amp,B.Ms.Vol,B.Ms.Watt,B1.Ms.Amp,E-Total,GridMs.A.phsA,GridMs.A.phsB,GridMs.A.phsC,GridMs.Hz,GridMs.PhV.phsA,GridMs.PhV.phsB,GridMs.PhV.phsC,GridMs.TotPF,GridMs.TotVA,GridMs.TotVAr,GridMs.VA.phsA,GridMs.VA.phsB,GridMs.VA.phsC,GridMs.VAr.phsA,GridMs.VAr.phsB,GridMs.VAr.phsC,GridMs.W.phsA,GridMs.W.phsB,GridMs.W.phsC,Mode,Mt.TotOpTmh,Mt.TotTmh
2017-01-18 08:00,43.67,5930.22,276.57,1.4,650.97,912.34,1.4,0.89,642.84,574.72,0.89,27571.19,2.01,2.01,1.99,49.91,241.44,239.96,242.88,1.0,1449.41,-27.03,484.24,482.52,482.66,-9.38,-8.9,-8.76,484.1,482.38,482.59,1: Mpp,3126.54,3412.09
2017-01-18 08:15,70.47,5930.47,277.98,2.2,666.15,1465.13,2.2,1.41,659.41,929.03,1.41,27571.77,3.2,3.21,3.19,49.98,242.74,241.05,244.0,1.0,2325.83,-15.2,775.97,772.3,777.57,-5.33,-4.27,-5.6,775.97,772.37,777.57,1: Mpp,3126.79,3412.34
2017-01-18 08:30,102.21,5930.71,279.49,3.24,671.81,2173.43,3.24,2.07,667.6,1383.13,2.07,27572.64,4.75,4.77,4.76,49.98,241.88,240.21,243.07,1.0,3449.53,-7.4,1148.53,1144.77,1156.23,-2.13,-1.67,-3.6,1148.6,1144.83,1156.17,1: Mpp,3127.04,3412.59
2017-01-18 08:45,125.33,5930.96,279.9,4.41,652.3,2869.93,4.41,2.8,669.66,1871.77,2.8,27573.8,6.36,6.39,6.39,49.91,241.54,239.46,242.12,1.0,4612.53,-5.87,1535.43,1530.03,1547.07,-1.73,-0.8,-3.33,1535.63,1530.3,1547.07,1: Mpp,3127.29,3412.84
2017-01-18 09:00,169.32,5931.21,281.79,5.47,659.64,3607.57,5.46,3.49,680.79,2373.23,3.49,27575.25,8.03,8.05,8.06,49.98,241.55,238.99,241.75,1.0,5810.37,-3.87,1938.43,1923.83,1948.1,-1.53,-0.07,-2.27,1938.57,1924.23,1948.1,1: Mpp,3127.54,3413.09
2017-01-18 09:15,218.97,5931.45,284.32,6.72,679.68,4567.81,6.72,4.36,674.66,2938.35,4.38,27577.11,10.05,10.1,10.12,49.99,240.94,238.21,240.85,1.0,7260.71,-3.42,2420.39,2404.26,2436.06,-0.97,-0.13,-2.32,2420.61,2405.16,2436.06,1: Mpp,3127.79,3413.34
2017-01-18 09:30,246.83,5931.7,288.25,7.4,674.1,4989.27,7.41,4.8,668.3,3202.87,4.79,27579.1,11.12,11.18,11.2,49.98,239.21,236.76,239.2,1.0,7985.67,-4.33,2660.03,2646.23,2679.4,-1.27,-0.2,-2.87,2660.1,2646.5,2679.13,1: Mpp,3128.04,3413.59
2017-01-18 09:45,287.68,5931.96,287.55,8.37,671.49,5620.63,8.39,5.47,663.39,3629.23,5.47,27581.32,12.6,12.66,12.68,50.0,238.97,236.33,238.28,1.0,9020.07,-3.67,3009.43,2990.3,3020.33,-1.47,-0.33,-1.87,3009.5,2991.37,3020.4,1: Mpp,3128.29,3413.84
2017-01-18 10:00,328.46,5932.2,287.73,9.59,652.93,6250.59,9.59,6.18,658.71,4070.31,6.2,27583.85,14.08,14.17,14.15,50.01,239.35,236.46,238.15,1.0,10091.07,-3.52,3370.72,3350.86,3369.48,-1.52,-0.55,-1.45,3371.0,3351.28,3369.69,1: Mpp,3128.54,3414.09
2017-01-18 10:15,398.0,5932.45,287.09,11.03,654.77,7219.43,11.04,7.18,659.01,4727.63,7.18,27586.74,16.3,16.37,16.38,49.95,239.73,236.73,238.36,1.0,11680.93,-3.6,3904.7,3872.87,3903.37,-1.8,-0.27,-1.53,3906.63,3874.07,3903.87,1: Mpp,3128.79,3414.34
2017-01-18 10:30,454.59,5932.69,289.01,12.2,662.35,8076.23,12.19,7.99,652.18,5210.63,7.99,27590.05,17.99,18.1,18.09,50.01,241.33,238.29,239.34,1.0,12986.03,-4.2,4342.37,4313.47,4330.2,-2.0,-0.53,-1.67,4342.57,4314.13,4330.5,1: Mpp,3129.04,3414.59
2017-01-18 10:45,511.2,5932.94,290.05,13.37,659.23,8809.7,13.37,8.78,649.63,5701.03,8.77,27593.6,19.54,19.63,19.67,50.08,242.98,239.97,240.94,1.0,14192.5,-4.07,4746.2,4709.13,4737.17,-1.87,-0.4,-1.8,4746.73,4710.67,4737.77,1: Mpp,3129.3,3414.84
2017-01-18 11:00,569.47,5933.19,292.19,14.83,646.98,9596.28,14.83,9.73,639.62,6219.79,9.72,27597.35,21.25,21.34,21.39,50.03,243.55,240.7,241.44,1.0,15477.24,-5.1,5175.52,5137.14,5164.59,-2.34,-0.76,-2.0,5175.93,5138.14,5165.0,1: Mpp,3129.54,3415.09
2017-01-18 11:15,577.07,5933.44,291.37,14.64,653.59,9568.1,14.65,9.63,641.92,6178.43,9.63,27601.25,21.12,21.22,21.27,50.0,243.85,241.13,241.88,1.0,15411.07,-3.87,5149.93,5116.8,5144.33,-1.87,-0.33,-1.67,5150.3,5117.73,5144.73,1: Mpp,3129.79,3415.34
2017-01-18 11:30,573.57,5933.69,291.12,14.48,650.05,9411.07,14.49,9.5,640.95,6085.3,9.5,27605.05,20.8,20.91,20.95,50.03,243.82,241.07,241.82,1.0,15175.03,-3.73,5070.63,5039.87,5064.53,-1.73,-0.33,-1.67,5071.37,5041.0,5065.47,1: Mpp,3130.04,3415.59
2017-01-18 11:45,498.59,5933.93,289.92,12.62,654.23,8253.53,12.6,8.21,648.44,5317.97,8.21,27608.33,18.1,18.22,18.17,50.03,246.12,243.84,242.51,1.0,13296.77,-3.87,4451.03,4440.73,4405.0,-2.07,-1.4,-0.4,4454.13,4444.23,4408.63,1: Mpp,3130.29,3415.84
2017-01-18 12:00,435.3,5934.18,291.43,11.29,652.84,7370.55,11.27,7.4,646.54,4778.69,7.4,27611.25,16.14,16.19,16.13,50.01,247.8,244.68,243.09,1.0,11893.45,-4.83,4001.9,3968.83,3922.72,-3.03,-1.66,-0.14,4000.66,3965.55,3921.76,1: Mpp,3130.54,3416.09
2017-01-18 12:15,360.03,5934.43,290.81,9.06,658.07,5960.6,9.06,5.98,647.88,3874.77,5.98,27613.67,13.14,13.24,13.14,49.98,245.23,241.15,241.76,1.0,9592.77,-4.33,3223.63,3193.33,3175.8,-2.8,-1.2,-0.33,3222.7,3193.13,3176.13,1: Mpp,3130.79,3416.34
2017-01-18 12:30,407.67,5934.68,291.46,10.46,642.57,6707.1,10.47,6.84,648.0,4432.57,6.85,27616.34,14.9,15.07,14.92,49.97,245.45,242.92,240.95,1.0,10917.53,-4.6,3658.73,3664.33,3594.47,-2.07,-2.53,0.0,3659.0,3663.73,3595.67,1: Mpp,3131.03,3416.58
2017-01-18 12:45,537.26,5934.93,292.1,12.9,654.5,8445.55,12.89,8.47,646.34,5471.87,8.47,27619.82,18.51,18.61,18.52,49.97,246.33,244.92,241.99,1.0,13615.87,-4.65,4564.61,4568.61,4482.65,-2.26,-2.45,0.06,4564.94,4568.74,4483.65,1: Mpp,3131.29,3416.84
2017-01-18 13:00,566.28,5935.17,292.75,13.93,648.14,9029.9,13.93,9.09,640.75,5820.7,9.09,27623.52,19.62,19.75,19.62,50.01,248.37,247.15,244.08,1.0,14551.87,-4.8,4876.17,4884.73,4790.97,-2.27,-2.6,0.07,4876.37,4884.87,4792.03,1: Mpp,3131.55,3417.09
2017-01-18 13:15,618.97,5935.42,294.76,15.45,641.22,9905.17,15.45,10.1,631.55,6375.83,10.1,27627.53,21.33,21.43,21.22,50.01,251.52,249.15,248.12,1.0,15986.9,-4.4,5371.3,5343.83,5271.77,-2.67,-1.73,0.0,5366.0,5338.4,5267.1,1: Mpp,3131.8,3417.34
2017-01-18 13:30,562.87,5935.67,294.86,14.34,641.83,9201.97,14.33,9.4,627.97,5897.7,9.4,27631.22,19.74,19.79,19.77,50.05,250.83,249.27,248.9,1.0,14804.53,-4.53,4952.27,4932.67,4919.6,-2.07,-1.33,-1.13,4952.67,4933.0,4920.47,1: Mpp,3132.04,3417.59
2017-01-18 13:45,558.93,5935.92,295.64,14.22,640.49,9103.23,14.23,9.37,618.18,5777.5,9.37,27634.92,19.6,19.71,19.77,49.97,248.18,246.09,246.59,1.0,14587.03,-4.27,4863.1,4850.0,4873.93,-1.73,-0.8,-1.73,4863.37,4850.53,4874.33,1: Mpp,3132.3,3417.84
2017-01-18 14:00,546.93,5936.17,298.24,14.0,634.54,8881.67,14.0,9.15,625.66,5723.1,9.15,27638.52,19.34,19.46,19.5,50.04,247.0,244.75,245.24,1.0,14322.1,-4.13,4777.73,4762.5,4781.87,-1.6,-0.67,-1.87,4777.67,4763.43,4782.53,1: Mpp,3132.55,3418.1
2017-01-18 14:15,540.61,5936.42,298.25,13.78,633.41,8727.58,13.77,8.98,624.93,5612.06,8.99,27642.06,19.01,19.1,19.16,49.98,246.88,244.66,245.38,1.0,14065.61,-4.39,4692.55,4673.16,4699.9,-1.81,-0.65,-1.94,4692.94,4673.9,4699.84,1: Mpp,3132.8,3418.35
2017-01-18 14:30,526.07,5936.66,298.95,13.42,633.77,8503.4,13.42,8.78,623.35,5468.93,8.79,27645.47,18.57,18.66,18.71,49.99,246.5,244.01,244.59,1.0,13706.5,-4.27,4576.13,4553.83,4576.53,-1.8,-0.73,-1.73,4576.13,4554.23,4576.67,1: Mpp,3133.05,3418.6
2017-01-18 14:45,455.97,5936.91,297.18,11.96,638.77,7641.21,11.96,7.79,630.63,4912.62,7.79,27648.51,16.61,16.69,16.64,50.0,248.48,246.76,244.42,1.0,12309.97,-4.28,4127.41,4116.97,4065.59,-2.21,-1.93,-0.14,4127.41,4117.03,4066.48,1: Mpp,3133.29,3418.84
2017-01-18 15:00,411.97,5937.16,298.47,11.01,637.58,7017.65,11.0,7.21,629.13,4535.03,7.21,27651.38,15.33,15.43,15.32,49.92,248.16,245.76,244.25,1.0,11337.03,-4.13,3802.68,3791.9,3742.45,-2.32,-1.68,-0.13,3803.55,3790.71,3744.39,1: Mpp,3133.55,3419.1
2017-01-18 15:15,369.76,5937.41,297.78,10.07,642.4,6465.46,10.08,6.6,632.99,4176.07,6.6,27653.93,14.06,14.17,14.06,50.0,249.08,245.56,245.32,1.0,10431.79,-5.07,3502.68,3479.79,3449.32,-3.14,-1.71,-0.21,3502.61,3482.36,3450.82,1: Mpp,3133.79,3419.34
2017-01-18 15:30,317.83,5937.65,297.05,8.87,646.15,5731.19,8.87,5.86,619.47,3621.65,5.86,27656.29,12.4,12.52,12.42,49.97,247.68,243.59,245.07,1.0,9164.97,-4.13,3071.13,3051.19,3042.65,-2.39,-1.1,-0.65,3071.26,3051.45,3043.16,1: Mpp,3134.05,3419.59
2017-01-18 15:45,206.1,5937.9,293.59,5.78,645.99,3747.27,5.78,3.81,634.25,2420.73,3.8,27657.81,8.32,8.36,8.35,49.94,242.51,239.55,242.58,1.0,6050.5,-7.4,2020.8,2003.73,2025.97,-2.87,-1.27,-3.27,2020.17,2003.8,2025.1,1: Mpp,3134.3,3419.84
2017-01-18 16:00,248.68,5938.16,293.6,7.27,654.67,4759.13,7.27,4.77,641.35,3061.33,4.77,27659.71,10.51,10.57,10.58,49.96,243.14,240.68,242.86,1.0,7667.77,-5.2,2556.1,2543.17,2568.5,-1.73,-0.8,-2.6,2555.63,2543.5,2568.3,1: Mpp,3134.54,3420.09
2017-01-18 16:15,171.1,5938.41,292.1,5.17,653.45,3373.68,5.16,3.36,641.47,2155.87,3.36,27661.07,7.47,7.52,7.52,49.94,241.16,239.25,241.47,1.0,5414.9,-7.1,1802.06,1798.26,1814.58,-2.0,-1.68,-3.42,1802.06,1798.26,1814.52,1: Mpp,3134.79,3420.34
2017-01-18 16:30,125.72,5938.65,291.56,3.84,649.01,2490.77,3.84,2.51,640.25,1606.67,2.51,27662.09,5.57,5.6,5.6,49.94,240.36,238.51,240.83,1.0,4018.63,-10.0,1337.93,1334.9,1345.8,-2.87,-2.47,-4.67,1337.73,1334.7,1345.6,1: Mpp,3135.05,3420.59
2017-01-18 16:45,89.07,5938.9,290.76,2.72,635.12,1732.79,2.72,1.77,629.4,1115.52,1.77,27662.79,3.9,3.91,3.9,49.94,240.01,238.46,240.62,1.0,2810.62,-18.14,937.14,933.86,939.62,-6.0,-5.59,-6.55,937.14,933.86,939.62,1: Mpp,3135.29,3420.84
2017-01-18 17:00,56.34,5939.14,289.36,1.71,627.91,1071.43,1.71,1.11,621.12,685.87,1.11,27663.23,2.46,2.46,2.44,49.93,239.08,237.63,239.81,1.0,1753.63,-32.8,586.9,582.57,584.17,-11.87,-10.13,-10.73,587.03,582.7,584.37,1: Mpp,3135.54,3421.09
2017-01-18 17:15,43.53,5939.39,288.75,1.31,616.1,807.53,1.31,0.84,608.14,515.5,0.84,27663.57,1.86,1.85,1.83,49.93,240.45,239.13,241.24,1.0,1327.1,-42.6,445.6,440.87,440.63,-16.13,-13.2,-13.27,445.6,440.87,440.63,1: Mpp,3135.8,3421.34
2017-01-18 17:30,19.1,5939.64,287.76,0.6,580.27,350.0,0.6,0.38,574.03,217.83,0.38,27663.71,0.79,0.78,0.77,49.9,240.21,238.83,241.29,0.99,560.69,-69.66,190.0,186.14,184.55,-26.55,-22.55,-20.55,188.48,185.31,183.83,1: Mpp,3136.04,3421.59
2017-01-18 17:45,5.52,5939.89,286.74,0.25,536.18,134.57,0.25,0.14,550.92,77.77,0.14,27663.76,0.28,0.26,0.26,49.94,240.73,239.53,242.13,0.81,189.47,-73.8,66.6,61.6,61.27,-29.0,-22.53,-22.27,57.6,55.8,55.8,1: Mpp,3136.3,3421.85
2017-01-18 18:00,0.0,5940.14,286.01,0.0,528.38,0.0,0.0,0.0,528.51,0.0,0.0,27663.76,0.0,0.0,0.0,50.0,239.95,238.43,241.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7: Warten,3136.3,3422.09
2017-01-18 18:15,0.0,5940.39,285.45,0.0,422.02,0.0,0.0,0.0,422.37,0.0,0.0,27663.76,0.0,0.0,0.0,50.15,241.06,239.38,242.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7: Warten,3136.3,3422.11
2017-01-28 07:15,0.0,6134.81,282.27,0.0,554.04,0.0,0.0,0.0,531.15,0.0,0.0,28263.11,0.0,0.0,0.0,49.92,230.5,231.22,233.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7: Warten,3215.97,3514.49
2017-01-28 07:30,3.1,6135.05,282.52,0.01,602.14,4.28,0.01,0.01,598.31,2.72,0.01,28263.11,0.01,0.01,0.01,48.24,221.47,222.35,223.9,0.03,6.0,-2.55,2.07,2.0,1.93,-0.97,-0.83,-0.76,1.86,1.79,1.79,1: Mpp,3215.97,3514.74
2017-01-28 07:45,10.24,6135.29,282.74,0.31,546.61,171.27,0.31,0.21,528.29,109.2,0.21,28263.17,0.37,0.36,0.35,49.94,229.58,230.54,232.26,0.95,247.07,-70.6,85.0,81.53,80.53,-27.2,-22.47,-20.93,80.33,78.47,77.8,1: Mpp,3216.23,3514.99
2017-01-28 08:00,21.93,6135.54,283.0,0.62,578.92,356.0,0.62,0.4,578.43,231.07,0.4,28263.31,0.84,0.83,0.81,49.99,230.27,230.91,232.54,1.0,569.86,-59.1,191.93,190.86,187.07,-21.52,-20.62,-16.97,191.17,190.17,186.72,1: Mpp,3216.48,3515.24
2017-01-28 08:15,34.67,6135.8,283.55,0.91,597.27,541.38,0.91,0.6,594.83,352.62,0.6,28263.52,1.26,1.26,1.23,49.98,229.42,229.65,231.11,1.0,861.48,-35.03,288.21,289.24,284.03,-12.34,-13.31,-9.38,288.14,289.1,283.9,1: Mpp,3216.72,3515.49
2017-01-28 08:30,47.28,6136.04,284.09,1.21,607.9,735.1,1.21,0.79,605.55,476.07,0.79,28263.82,1.72,1.73,1.7,49.98,228.56,228.61,230.09,1.0,1177.87,-27.67,393.0,394.53,390.33,-9.6,-10.13,-7.93,393.0,394.53,390.33,1: Mpp,3216.98,3515.74
2017-01-28 08:45,76.23,6136.29,284.53,1.93,623.8,1201.52,1.93,1.28,608.88,779.9,1.27,28264.3,2.82,2.83,2.8,49.95,228.01,227.56,229.65,1.0,1926.34,-17.45,641.72,641.72,642.9,-5.66,-5.79,-6.07,641.59,641.72,642.9,1: Mpp,3217.23,3515.99
2017-01-28 09:00,105.47,6136.54,285.81,2.67,632.59,1687.73,2.67,1.75,631.83,1105.83,1.75,28264.97,3.94,3.98,3.96,49.86,227.36,225.5,228.81,1.0,2697.13,-7.07,894.57,896.63,905.93,-1.53,-1.73,-3.8,894.63,896.63,905.93,1: Mpp,3217.48,3516.24
2017-01-28 09:15,119.86,6136.78,286.25,3.0,636.44,1905.86,2.99,1.96,635.04,1245.03,1.96,28265.73,4.4,4.45,4.44,49.94,229.17,227.9,230.53,1.0,3043.34,-6.14,1008.55,1012.83,1021.97,-0.9,-1.72,-3.52,1008.9,1012.9,1021.97,1: Mpp,3217.73,3516.49
2017-01-28 09:30,137.83,6137.03,287.14,3.49,641.34,2240.67,3.49,2.29,636.59,1457.07,2.29,28266.63,5.14,5.2,5.2,49.96,229.97,229.64,230.78,1.0,3574.93,-5.13,1181.87,1194.57,1198.5,-0.27,-2.13,-2.73,1182.7,1194.77,1198.57,1: Mpp,3217.98,3516.74
2017-01-28 09:45,173.45,6137.28,287.2,4.35,642.46,2791.17,4.35,2.88,640.54,1844.17,2.88,28267.75,6.45,6.53,6.53,50.0,230.24,230.63,230.63,1.0,4494.21,-3.45,1484.28,1505.14,1504.79,0.0,-1.72,-1.79,1485.45,1504.86,1504.93,1: Mpp,3218.23,3516.99
2017-01-28 10:00,213.4,6137.53,288.75,5.37,642.36,3450.13,5.37,3.57,642.11,2290.0,3.57,28269.13,7.97,8.07,8.07,50.03,231.29,232.54,230.92,1.0,5581.2,-4.0,1842.13,1875.37,1863.7,0.0,-2.6,-1.4,1843.4,1875.37,1863.77,1: Mpp,3218.48,3517.24
2017-01-28 10:15,234.86,6137.78,290.71,5.96,641.15,3822.24,5.96,3.88,642.22,2491.48,3.88,28270.67,8.74,8.86,8.89,50.0,232.04,233.94,230.54,1.0,6148.59,-3.79,2028.41,2072.0,2048.17,0.0,-2.83,-0.97,2029.93,2072.62,2048.24,1: Mpp,3218.73,3517.49
2017-01-28 10:30,201.4,6138.02,290.05,5.07,629.51,3177.17,5.08,3.34,638.12,2130.37,3.34,28271.98,7.37,7.46,7.47,50.0,231.51,232.41,230.71,1.0,5162.6,-4.07,1705.53,1734.1,1722.97,-0.07,-2.47,-1.53,1706.43,1733.83,1723.63,1: Mpp,3218.98,3517.74
2017-01-28 10:45,255.76,6138.28,290.21,6.33,647.89,4099.82,6.33,4.18,644.93,2693.54,4.18,28273.59,9.4,9.5,9.53,50.01,233.33,234.06,231.66,1.0,6624.04,-4.36,2193.86,2222.5,2207.68,-0.21,-2.93,-1.21,2194.43,2222.5,2207.82,1: Mpp,3219.22,3517.99
2017-01-28 11:00,400.77,6138.52,294.07,10.03,629.68,6305.42,10.05,6.63,642.43,4261.03,6.63,28276.24,14.66,14.72,14.75,50.04,234.49,233.37,233.79,1.0,10338.71,-3.42,3445.26,3440.74,3452.71,-1.03,-0.84,-1.55,3443.87,3439.39,3451.42,1: Mpp,3219.48,3518.24
2017-01-28 11:15,634.21,6138.77,302.04,15.75,626.44,9853.17,15.74,10.45,632.41,6601.34,10.46,28280.23,22.64,22.67,22.75,50.01,237.54,235.98,236.25,1.0,16104.9,-4.21,5379.28,5350.66,5374.97,-1.79,-0.55,-1.86,5379.69,5351.28,5375.52,1: Mpp,3219.73,3518.49
2017-01-28 11:30,741.8,6139.02,307.55,18.04,594.42,10715.31,18.02,12.13,612.91,7432.83,12.13,28284.59,24.89,24.92,25.02,49.99,237.97,236.74,237.03,1.0,17751.52,-4.34,5921.66,5899.66,5930.21,-1.52,-0.76,-2.07,5922.55,5900.9,5930.62,1: Mpp,3219.97,3518.74
2017-01-28 11:45,776.79,6139.27,307.75,18.69,587.33,10971.14,18.67,12.44,602.11,7488.34,12.43,28289.15,25.18,25.21,25.31,50.02,238.94,237.71,237.84,1.0,18027.03,-4.14,6014.79,5993.79,6018.45,-1.59,-0.9,-1.66,6016.38,5994.97,6019.69,1: Mpp,3220.23,3518.99
2017-01-28 12:00,824.48,6139.52,306.46,20.04,592.01,11863.67,20.04,13.17,598.36,7880.0,13.17,28293.89,26.89,26.93,27.0,50.01,239.45,238.06,237.95,1.0,19276.13,-4.07,6439.77,6411.3,6425.07,-1.93,-0.73,-1.4,6440.43,6412.33,6425.67,1: Mpp,3220.47,3519.24
2017-01-28 12:15,849.1,6139.76,304.69,20.58,597.6,12298.14,20.59,13.5,591.34,7978.59,13.49,28298.94,27.63,27.66,27.75,49.97,239.34,237.79,237.66,1.0,19783.62,-3.31,6613.07,6576.17,6594.38,-2.0,-0.28,-1.03,6613.9,6578.0,6594.66,1: Mpp,3220.73,3519.49
2017-01-28 12:30,852.97,6140.01,310.06,20.71,595.96,12341.34,20.71,13.59,592.56,8048.14,13.59,28303.87,27.78,27.8,27.91,49.91,239.17,237.5,237.59,1.0,19872.0,-4.21,6643.76,6599.97,6628.28,-2.07,-0.69,-1.45,6645.0,6602.55,6631.03,1: Mpp,3220.98,3519.74
2017-01-28 12:45,853.25,6140.26,310.0,20.63,597.36,12321.34,20.63,13.45,593.97,7987.83,13.45,28308.84,27.59,27.6,27.71,49.93,240.06,238.15,238.37,1.0,19802.17,-4.28,6622.21,6573.83,6606.14,-2.14,-0.62,-1.52,6623.59,6575.28,6607.07,1: Mpp,3221.23,3519.99
2017-01-28 13:00,859.3,6140.5,310.07,20.8,596.42,12404.3,20.79,13.62,594.9,8098.27,13.62,28313.85,27.63,27.63,27.75,50.01,242.04,240.04,240.42,1.0,19991.7,-4.27,6687.97,6631.77,6671.97,-2.13,-0.4,-1.73,6688.83,6632.9,6672.43,1: Mpp,3221.48,3520.24
2017-01-28 13:15,781.52,6140.75,299.79,18.89,602.42,11380.03,18.88,12.31,600.34,7381.86,12.3,28318.43,24.9,24.9,25.0,50.05,245.69,243.9,244.28,1.0,18303.52,-4.97,6119.41,6075.45,6108.66,-2.14,-0.83,-2.0,6119.76,6076.28,6109.28,1: Mpp,3221.73,3520.49
2017-01-28 13:30,828.77,6141.01,300.12,20.18,602.07,12145.83,20.16,13.21,599.9,7923.31,13.22,28323.19,26.56,26.57,26.67,50.04,246.6,244.79,244.95,1.0,19586.34,-5.1,6550.14,6504.59,6531.62,-2.28,-0.9,-1.93,6550.76,6505.79,6532.69,1: Mpp,3221.97,3520.74
2017-01-28 13:45,774.45,6141.25,299.96,18.98,602.84,11438.77,18.97,12.36,603.66,7457.33,12.35,28327.98,25.15,25.18,25.25,50.02,245.41,243.61,243.65,1.0,18457.97,-4.53,6171.27,6133.63,6153.07,-2.27,-0.67,-1.67,6171.4,6134.5,6152.8,1: Mpp,3222.23,3521.0
2017-01-28 14:00,728.9,6141.5,299.19,17.87,605.09,10809.3,17.87,11.59,604.88,7011.93,11.6,28332.29,23.82,23.83,23.92,50.04,244.58,242.66,242.9,1.0,17418.83,-5.07,5826.23,5782.63,5809.97,-2.4,-0.8,-1.87,5827.33,5784.17,5810.97,1: Mpp,3222.48,3521.24
2017-01-28 14:15,722.67,6141.75,303.76,17.86,605.2,10806.8,17.87,11.65,603.84,7033.7,11.65,28336.68,23.86,23.87,23.95,49.99,244.24,242.12,242.59,1.0,17417.7,-4.47,5828.33,5778.9,5810.47,-2.27,-0.47,-1.73,5828.4,5779.7,5810.53,1: Mpp,3222.73,3521.49
2017-01-28 14:30,670.21,6141.99,304.08,16.79,606.37,10177.1,16.79,10.94,607.53,6646.17,10.94,28340.79,22.63,22.66,22.7,49.97,243.27,241.18,241.44,1.0,16449.66,-5.03,5503.83,5463.9,5481.93,-2.21,-0.97,-1.86,5504.41,5464.66,5482.07,1: Mpp,3222.98,3521.74
2017-01-28 14:45,638.03,6142.25,301.37,15.99,614.01,9816.45,15.99,10.52,600.5,6312.76,10.52,28344.63,21.71,21.73,21.78,49.96,243.07,241.46,241.56,1.0,15785.9,-5.24,5276.97,5247.48,5261.45,-2.28,-1.24,-1.66,5276.07,5246.93,5260.62,1: Mpp,3223.22,3521.99
2017-01-28 15:00,574.13,6142.49,299.77,14.67,612.14,8976.9,14.67,9.61,609.1,5849.13,9.61,28348.32,19.98,19.98,20.05,49.97,242.98,241.47,241.82,1.0,14525.23,-5.6,4853.63,4823.93,4847.67,-2.27,-1.27,-2.07,4854.5,4825.27,4848.33,1: Mpp,3223.48,3522.24
2017-01-28 15:15,520.83,6142.74,297.09,13.5,618.11,8343.59,13.51,8.85,614.05,5431.97,8.85,28351.7,18.59,18.6,18.66,49.97,242.89,241.74,242.05,1.0,13527.76,-5.17,4516.14,4495.45,4516.17,-2.07,-1.1,-2.0,4515.93,4495.86,4516.17,1: Mpp,3223.73,3522.49
2017-01-28 15:30,451.43,6142.99,297.43,12.02,624.05,7495.13,12.02,7.86,620.33,4872.03,7.86,28354.74,16.75,16.77,16.81,49.97,242.21,241.4,241.48,1.0,12161.63,-5.53,4056.33,4047.33,4057.97,-2.0,-1.53,-2.0,4056.43,4047.4,4057.97,1: Mpp,3223.98,3522.74
2017-01-28 15:45,387.55,6143.24,296.98,10.69,623.14,6660.5,10.69,6.98,621.29,4337.67,6.98,28357.52,14.99,14.97,15.02,49.97,241.12,240.44,240.51,1.0,10824.53,-5.33,3613.57,3598.67,3612.3,-2.07,-1.27,-2.0,3613.57,3598.8,3612.17,1: Mpp,3224.23,3523.0
2017-01-28 16:00,306.86,6143.48,297.88,8.52,624.6,5326.66,8.52,5.59,621.02,3471.66,5.58,28359.65,12.03,12.03,12.06,49.93,239.71,239.22,239.61,1.0,8652.31,-6.48,2883.66,2878.41,2890.24,-2.14,-1.86,-2.48,2884.28,2879.1,2891.07,1: Mpp,3224.48,3523.24
2017-01-28 16:15,264.03,6143.73,294.87,7.54,631.31,4763.23,7.54,4.93,630.33,3109.63,4.93,28361.58,10.73,10.73,10.76,49.95,240.35,239.71,240.41,1.0,7736.33,-5.53,2578.03,2572.57,2585.73,-1.67,-1.4,-2.47,2577.57,2572.03,2585.47,1: Mpp,3224.73,3523.5
2017-01-28 16:30,262.0,6143.79,295.66,2.77,672.42,1752.55,2.77,1.81,670.65,1145.18,1.81,28362.13,3.98,3.99,3.99,18.14,86.87,86.57,86.82,0.36,2852.36,-1.91,950.27,949.0,953.09,-0.64,-0.55,-0.73,950.55,949.36,953.18,7: Warten,3224.8,3523.72
2017-01-28 16:45,,,,0.0,741.85,0.0,0.0,0.0,738.8,0.0,0.0,28362.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6: Stoerung,3224.8,3523.93
2017-01-28 17:00,90.0,6143.51,291.1,0.0,731.61,0.0,0.0,0.0,728.81,0.0,0.0,28362.13,0.0,0.0,0.0,1.93,8.97,8.88,9.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6: Stoerung,3224.8,3524.14
